No,Transaction Number,Merchant ID,Tipe Transaksi,Nama Issuer,Nominal,Transaction Date,Status
46751,B006050833,X606009853,Pembayaran,BCA,14000.0,2022-07-29 17:50:22,success
46754,B006050822,X614052083,Pembayaran,LINKAJA,23000.0,2022-07-29 17:50:13,success
46755,B005127325,X206182693,Pembayaran,BNI,116001.0,2022-07-09 19:17:48,success
46755,B005127325,X206182693,Pembayaran,BNI,116001.0,2022-07-09 19:17:48,success
46767,B006050788,X12283768,Pembayaran,MANDIRI,546445.0,2022-07-29 17:49:44,success
46786,B005127306,X612094268,Pembayaran,DANA,25000.0,2022-07-09 19:17:04,success
46823,B006050698,X603061512,Pembayaran,BRI,60000.0,2022-07-29 17:46:28,success
46841,B006050669,X610010074,Pembayaran,MANDIRI,12000.0,2022-07-29 17:46:26,success
46849,B006050655,X609009875,Pembayaran,MANDIRI,72000.0,2022-07-29 17:46:06,success
46862,B006050633,X609120973,Pembayaran,MANDIRI,130000.0,2022-07-29 17:45:44,success
46963,B005127044,X618500107,Pembayaran,GOPAY,61500.0,2022-07-09 19:14:41,success
47012,B006050376,X609500230,Pembayaran,BCA,50000.0,2022-07-29 17:39:42,success
47018,B005630279,X610077455,Pembayaran,BNI,84000.0,2022-07-18 18:10:26,success
47032,B005126911,X610002918,Pembayaran,BNI,7600.0,2022-07-09 19:13:24,success
47046,B006050324,X617097624,Pembayaran,BNI,40000.0,2022-07-29 17:38:39,success
47055,B005126861,X610500239,Pembayaran,LINKAJA,88000.0,2022-07-09 19:13:00,success
47069,B005126816,X202041471,Pembayaran,BNI,7600.0,2022-07-09 19:12:49,success
47069,B005126816,X202041471,Pembayaran,BNI,7600.0,2022-07-09 19:12:49,success
47150,B005126719,X610002918,Pembayaran,BNI,7600.0,2022-07-09 19:11:39,success
47177,B005629806,X601500090,Pembayaran,DANA,3000.0,2022-07-18 18:01:00,success
47261,B005126528,X612105367,Pembayaran,BCA,28000.0,2022-07-09 19:10:02,success
47279,B006049912,X607102250,Pembayaran,BRI,70000.0,2022-07-29 17:28:43,success
47319,B006049832,X601500090,Pembayaran,OVO,3000.0,2022-07-29 17:27:44,success
47319,B006049832,X601500090,Pembayaran,OVO,3000.0,2022-07-29 17:27:44,success
47325,B005126437,X610002918,Pembayaran,BNI,7600.0,2022-07-09 19:09:16,success
47385,B005629295,X608101509,Pembayaran,MANDIRI,150000.0,2022-07-18 17:50:11,success
47442,B005126241,X610002918,Pembayaran,BNI,7600.0,2022-07-09 19:07:30,success
47445,B006049655,X606192993,Pembayaran,OVO,20000.0,2022-07-29 17:23:11,success
47446,B006049652,X607097940,Pembayaran,CIMB NIAGA,631785.0,2022-07-29 17:23:05,success
47447,B005126151,X215147851,Pembayaran,BNI,7600.0,2022-07-09 19:07:22,success
47459,B006049621,X610027709,Pembayaran,BCA,25000.0,2022-07-29 17:21:27,success
47459,B006049621,X610027709,Pembayaran,BCA,25000.0,2022-07-29 17:21:27,success
47483,B005126174,X610002918,Pembayaran,BNI,47600.0,2022-07-09 19:06:52,success
47512,B005126128,X612094268,Pembayaran,DANA,50000.0,2022-07-09 19:06:19,success
47599,B005125988,X610002918,Pembayaran,BNI,7600.0,2022-07-09 19:05:22,success
47633,B006049320,X615118206,Pembayaran,BCA,41000.0,2022-07-29 17:15:21,success
47650,B005628569,X610014001,Pembayaran,BCA,110000.0,2022-07-18 17:35:40,success
47656,B005628553,X602016472,Pembayaran,BCA,68000.0,2022-07-18 17:35:21,success
47660,B005628547,X605039389,Pembayaran,MANDIRI,44000.0,2022-07-18 17:35:22,success
47685,B005628476,X608101509,Pembayaran,MANDIRI,300000.0,2022-07-18 17:34:05,success
47697,B005628430,X612500042,Pembayaran,MANDIRI,170000.0,2022-07-18 17:33:07,success
47708,B005628410,X610164530,Pembayaran,DANA,50000.0,2022-07-18 17:32:30,success
47767,B005628256,X610153753,Pembayaran,DANA,50000.0,2022-07-18 17:29:16,success
47767,B006049099,X610153452,Pembayaran,DANA,65000.0,2022-07-29 17:09:57,success
47778,B005125700,X615118876,Pembayaran,BCA,200100.0,2022-07-09 19:02:45,success
47788,B006049074,X612003049,Pembayaran,BCA,76000.0,2022-07-29 17:09:12,success
47792,B005125677,X610002918,Pembayaran,BNI,7600.0,2022-07-09 19:02:35,success
47797,B005628184,X608500731,Pembayaran,DANAMON,190500.0,2022-07-18 17:28:07,success
47806,B005628168,X612094437,Pembayaran,DANA,23000.0,2022-07-18 17:27:43,success
47810,B006049037,X616091461,Pembayaran,BNI,229000.0,2022-07-29 17:08:18,success
47812,B005628160,X607000900,Pembayaran,MANDIRI,696000.0,2022-07-18 17:27:36,success
47813,B006049017,X214003831,Pembayaran,DANA,3.0,2022-07-29 17:08:10,success
47867,B005125536,X214481079,Pembayaran,BNI,7600.0,2022-07-09 19:01:36,success
47873,B005125558,X610002918,Pembayaran,BNI,7600.0,2022-07-09 19:01:31,success
47894,B005627925,X601042416,Pembayaran,BNI,10.0,2022-07-18 17:23:21,success
47958,B006048801,X601500090,Pembayaran,OVO,3000.0,2022-07-29 17:02:50,success
47975,B006048768,X617097323,Pembayaran,BRI,58140.0,2022-07-29 17:01:20,success
48025,B006048674,X618087702,Pembayaran,BNI,37000.0,2022-07-29 16:59:19,success
48031,B006048667,X612114235,Pembayaran,OVO,25000.0,2022-07-29 16:59:08,success
48044,B005627527,X610110452,Pembayaran,LINKAJA,10000.0,2022-07-18 17:15:54,success
48049,B006048635,X604194281,Pembayaran,SHOPEEPAY,3.0,2022-07-29 16:58:15,success
48064,B006048617,X603500123,Pembayaran,BNI,184000.0,2022-07-29 16:57:44,success
48094,B006048575,X612003049,Pembayaran,BCA,103200.0,2022-07-29 16:56:28,success
48111,B006048522,X601500090,Pembayaran,GOPAY,3000.0,2022-07-29 16:55:52,success
48137,B006048497,X612098378,Pembayaran,DANA,33000.0,2022-07-29 16:54:56,success
48143,B005125094,X610110452,Pembayaran,DANA,50000.0,2022-07-09 18:57:38,success
48169,B005125056,X611500108,Pembayaran,BRI,58000.0,2022-07-09 18:57:20,success
48181,B004353539,X604500370,Refund,BNI,100000.0,2022-07-18 17:07:38,success
48203,B005125004,X610002918,Pembayaran,BNI,7600.0,2022-07-09 18:57:02,success
48278,B005626926,X607001887,Pembayaran,BCA,178000.0,2022-07-18 17:00:56,success
48287,B005626911,X602012265,Pembayaran,BNI,62000.0,2022-07-18 17:00:39,success
48330,B005124817,X610002918,Pembayaran,BNI,7600.0,2022-07-09 18:55:10,success
48344,B005124793,X610002918,Pembayaran,BNI,7600.0,2022-07-09 18:54:54,success
48344,B005124793,X610002918,Pembayaran,BNI,7600.0,2022-07-09 18:54:54,success
48392,B005626647,X608007209,Pembayaran,BCA,113003.0,2022-07-18 16:52:53,success
48404,B005626616,X614304213,Pembayaran,BNI,121450.0,2022-07-18 16:52:23,success
48436,B005626555,X606009859,Pembayaran,SHOPEEPAY,13000.0,2022-07-18 16:50:21,success
48457,B006047995,X610033749,Pembayaran,MANDIRI,30000.0,2022-07-29 16:42:12,success
48459,B005626513,X607500192,Pembayaran,BNI,1.0,2022-07-18 16:48:52,success
48463,B006047980,X601500090,Pembayaran,OVO,4000.0,2022-07-29 16:41:55,success
48472,B005124562,X610002918,Pembayaran,BNI,7600.0,2022-07-09 18:53:01,success
48487,B005124547,X610002918,Pembayaran,BNI,7600.0,2022-07-09 18:52:51,success
48521,B005124491,X610002918,Pembayaran,BNI,7600.0,2022-07-09 18:52:12,success
48536,B005626354,X608012522,Pembayaran,OVO,7000.0,2022-07-18 16:43:58,success
48539,B005626344,X609500176,Pembayaran,MANDIRI,42000.0,2022-07-18 16:43:42,success
48567,B006047809,X207036989,Pembayaran,BNI,64500.0,2022-07-29 16:38:17,success
48577,B005626264,X601500161,Pembayaran,BNI,1.0,2022-07-18 16:41:28,success
48608,B005124334,X618088117,Pembayaran,BPD JATIM,322014.0,2022-07-09 18:49:26,success
48629,B005626150,X612500042,Pembayaran,BNI,85000.0,2022-07-18 16:38:52,success
48638,B005124270,X610002918,Pembayaran,BNI,7600.0,2022-07-09 18:50:25,success
48668,B005626084,X605091518,Pembayaran,LINKAJA,3000.0,2022-07-18 16:36:48,success
48668,B005626084,X605091518,Pembayaran,LINKAJA,3000.0,2022-07-18 16:36:48,success
48682,B006047654,X610077455,Pembayaran,GOPAY,28000.0,2022-07-29 16:33:25,success
48683,B005626045,X601500090,Pembayaran,OVO,3000.0,2022-07-18 16:35:47,success
48683,B005626045,X601500090,Pembayaran,OVO,3000.0,2022-07-18 16:35:47,success
48716,B005625978,X607104892,Pembayaran,BRI,15000.0,2022-07-18 16:33:14,success
48730,B005124133,X610002918,Pembayaran,BNI,7600.0,2022-07-09 18:49:15,success
48769,B005124082,X607500185,Pembayaran,BRI,63900.0,2022-07-09 18:48:03,success
48805,B006047467,X610110384,Pembayaran,DANA,30000.0,2022-07-29 16:27:35,success
48809,B005625761,X607100487,Pembayaran,BCA,32945.0,2022-07-18 16:26:04,success
48810,B005123951,X215148230,Pembayaran,BNI,7600.0,2022-07-09 18:48:06,success
48812,B006047455,X605067400,Pembayaran,MANDIRI,79000.0,2022-07-29 16:27:38,success
48826,B005123940,X210338810,Pembayaran,BNI,7600.0,2022-07-09 18:47:58,success
48870,B006047362,X612100348,Pembayaran,BCA,36000.0,2022-07-29 16:25:17,success
48985,B005625374,X610111560,Pembayaran,BCA,13000.0,2022-07-18 16:15:56,success
49022,B006047135,X614111546,Pembayaran,MANDIRI,299200.0,2022-07-29 16:19:10,success
49031,B005123661,X610002918,Pembayaran,BNI,7600.0,2022-07-09 18:45:03,success
49104,B005123477,X215147901,Pembayaran,BNI,7600.0,2022-07-09 18:43:49,success
49120,B006046995,X618500108,Pembayaran,BNI,113500.0,2022-07-29 16:14:35,success
49203,B005123366,X610002918,Pembayaran,BNI,7600.0,2022-07-09 18:42:17,success
49207,B005624831,X603057483,Pembayaran,BRI,142000.0,2022-07-18 16:02:29,success
49229,B005123267,X206181851,Pembayaran,BNI,7600.0,2022-07-09 18:41:57,success
49249,B005624732,X610111560,Pembayaran,BCA,30000.0,2022-07-18 16:00:41,success
49272,B005624679,X609129962,Pembayaran,MANDIRI,179000.0,2022-07-18 15:59:26,success
49278,B005123245,X610002918,Pembayaran,BNI,7600.0,2022-07-09 18:41:06,success
49279,B006046747,X615500434,Pembayaran,BNI,1.0,2022-07-29 16:07:37,success
49290,B006046725,X614500330,Pembayaran,MANDIRI,170000.0,2022-07-29 16:07:10,success
49302,B006046709,X609121113,Pembayaran,BCA,102000.0,2022-07-29 16:06:34,success
49359,B005122960,X208235382,Pembayaran,BNI,7600.0,2022-07-09 18:39:56,success
49364,B005624466,X601500155,Pembayaran,BNI,1.0,2022-07-18 15:55:21,success
49395,B006046568,X618005148,Pembayaran,MANDIRI,197998.0,2022-07-29 16:03:06,success
49405,B006046552,X612094437,Pembayaran,DANA,12000.0,2022-07-29 16:02:38,success
49411,B005624355,X610110527,Pembayaran,DANA,99000.0,2022-07-18 15:52:57,success
49434,B005624312,X610003217,Pembayaran,MANDIRI,35000.0,2022-07-18 15:52:12,success
49434,B005624312,X610003217,Pembayaran,MANDIRI,35000.0,2022-07-18 15:52:12,success
49435,B006046504,X612114235,Pembayaran,BCA,33000.0,2022-07-29 16:01:18,success
49444,B005122971,X210339024,Pembayaran,BNI,7600.0,2022-07-09 18:38:41,success
49538,B005624086,X610110522,Pembayaran,GOPAY,50000.0,2022-07-18 15:47:44,success
49547,B005624057,X601500161,Pembayaran,BNI,1.0,2022-07-18 15:47:26,success
49552,B005122811,X610002918,Pembayaran,BNI,7600.0,2022-07-09 18:36:47,success
49574,B006046290,X610164527,Pembayaran,DANA,45000.0,2022-07-29 15:56:01,success
49677,B005623783,X607097670,Pembayaran,LINKAJA,72500.0,2022-07-18 15:42:30,success
49698,B006046101,X208143859,Pembayaran,BCA,115370.0,2022-07-29 15:51:53,success
49738,B005623628,X612105367,Pembayaran,BCA,28000.0,2022-07-18 15:39:49,success
49760,B006046019,X601500090,Pembayaran,OVO,3000.0,2022-07-29 15:49:36,success
49770,B005122460,X610002918,Pembayaran,BNI,7600.0,2022-07-09 18:33:26,success
49798,B005623419,X601500090,Pembayaran,MANDIRI,850000.0,2022-07-18 15:37:21,success
49824,B005122383,X610002918,Pembayaran,BNI,125600.0,2022-07-09 18:32:36,success
49825,B006045939,X601500162,Pembayaran,BNI,1.0,2022-07-29 15:47:34,success
49892,B005623234,X604500371,Pembayaran,BNI,1.0,2022-07-18 15:33:14,success
49896,B005623229,X609500181,Pembayaran,OVO,52000.0,2022-07-18 15:33:05,success
49898,B006045833,X605091734,Pembayaran,OVO,1900000.0,2022-07-29 15:44:56,success
49915,B005122070,X210338901,Pembayaran,BNI,7600.0,2022-07-09 18:31:17,success
49925,B005623171,X617097915,Pembayaran,BNI,163300.0,2022-07-18 15:32:04,success
49936,B005122201,X610002918,Pembayaran,BNI,7600.0,2022-07-09 18:30:56,success
49997,B005122110,X610002918,Pembayaran,BNI,7600.0,2022-07-09 18:30:05,success
50008,B006045673,X601500162,Pembayaran,BNI,1.0,2022-07-29 15:41:15,success
50008,B006045673,X601500162,Pembayaran,BNI,1.0,2022-07-29 15:41:15,success
50035,B005622871,X617500236,Pembayaran,BNI,1.0,2022-07-18 15:27:38,success
50057,B006045611,X605091734,Pembayaran,OVO,1900000.0,2022-07-29 15:39:54,success
50124,B005622670,X610153755,Pembayaran,DANA,30000.0,2022-07-18 15:24:08,success
50135,B006045495,X202035267,Pembayaran,BCA,1304000.0,2022-07-29 15:36:45,success
50165,B006045462,X614500396,Pembayaran,BRI,59000.0,2022-07-29 15:35:23,success
50196,B006045422,X607151927,Pembayaran,MANDIRI,127000.0,2022-07-29 15:34:20,success
50223,B005622423,X610153755,Pembayaran,DANA,25000.0,2022-07-18 15:20:16,success
50263,B005121669,X610111560,Pembayaran,OVO,16000.0,2022-07-09 18:25:58,success
50274,B006045305,X610153755,Pembayaran,DANA,50000.0,2022-07-29 15:31:10,success
50283,B006045292,X601500166,Pembayaran,BNI,1.0,2022-07-29 15:31:07,success
50307,B005121617,X610002918,Pembayaran,BNI,7600.0,2022-07-09 18:25:24,success
50310,B006045242,X601500166,Pembayaran,BNI,1.0,2022-07-29 15:29:48,success
50343,B006045176,X218900338,Pembayaran,BNI,269000.0,2022-07-29 15:28:50,success
50359,B005121539,X605500084,Pembayaran,MANDIRI,77000.0,2022-07-09 18:24:45,success
50386,B005121499,X610002918,Pembayaran,BNI,7600.0,2022-07-09 18:24:26,success
50398,B005121478,X610002918,Pembayaran,BNI,7600.0,2022-07-09 18:24:16,success
50402,B005622021,X606009925,Pembayaran,CIMB NIAGA,10000.0,2022-07-18 15:12:58,success
50408,B005121465,X614500020,Pembayaran,BCA,85000.0,2022-07-09 18:24:02,success
50408,B006045111,X608500760,Pembayaran,BNI,1.0,2022-07-29 15:26:30,success
50438,B006045068,X606009856,Pembayaran,BCA,97200.0,2022-07-29 15:25:19,success
50442,B005121417,X610002918,Pembayaran,BNI,7600.0,2022-07-09 18:23:41,success
50443,B006045063,X618089502,Pembayaran,OVO,10000.0,2022-07-29 15:25:11,success
50444,B005121191,X214480931,Pembayaran,BNI,7600.0,2022-07-09 18:23:41,success
50459,B005621896,X602016472,Pembayaran,MANDIRI,28000.0,2022-07-18 15:10:36,success
50550,B005121232,X610002918,Pembayaran,BNI,7600.0,2022-07-09 18:22:08,success
50557,B005121159,X210284170,Pembayaran,BNI,192000.0,2022-07-09 18:22:01,success
50602,B006044845,X609120680,Pembayaran,BNI,76000.0,2022-07-29 15:19:18,success
50603,B004994159,X617500205,Refund,BCA,109500.0,2022-07-18 15:06:05,success
50613,B005621611,X605500097,Pembayaran,BNI,1.0,2022-07-18 15:05:49,success
50621,B005444474,X605500091,Refund,BRI,250000.0,2022-07-18 15:05:27,success
50631,B005621532,X215900678,Pembayaran,BNI,67000.0,2022-07-18 15:05:00,success
50675,B006044728,X12283826,Pembayaran,BSM,346320.0,2022-07-29 15:17:01,success
50681,B005121038,X610002918,Pembayaran,BNI,7600.0,2022-07-09 18:20:28,success
50681,B005121038,X610002918,Pembayaran,BNI,7600.0,2022-07-09 18:20:28,success
50689,B005270748,X605500113,Refund,BCA,232500.0,2022-07-18 15:03:04,success
50697,B006044720,X610110453,Pembayaran,DANA,25000.0,2022-07-29 15:16:18,success
50768,B005120901,X610002918,Pembayaran,BNI,7600.0,2022-07-09 18:19:18,success
50777,B005120886,X610002918,Pembayaran,BNI,7600.0,2022-07-09 18:19:12,success
50834,B005120799,X610002918,Pembayaran,BNI,7600.0,2022-07-09 18:18:30,success
50836,B006044512,X617097914,Pembayaran,BCA,98000.0,2022-07-29 15:11:26,success
50847,B005621097,X605012236,Pembayaran,BCA,60000.0,2022-07-18 14:57:04,success
50871,B005120748,X610002918,Pembayaran,BNI,7600.0,2022-07-09 18:18:05,success
50877,B005621013,X210900345,Pembayaran,BNI,34000.0,2022-07-18 14:56:11,success
50877,B005621013,X210900345,Pembayaran,BNI,34000.0,2022-07-18 14:56:11,success
50913,B005120684,X610002918,Pembayaran,BNI,7600.0,2022-07-09 18:17:34,success
50918,B005620942,X612500149,Pembayaran,BNI,1.0,2022-07-18 14:54:39,success
50920,B005120662,X610002918,Pembayaran,BNI,7600.0,2022-07-09 18:17:25,success
50921,B006044393,X609176714,Pembayaran,GOPAY,3.0,2022-07-29 15:08:56,success
50950,B005120562,X215148263,Pembayaran,BNI,7600.0,2022-07-09 18:17:07,success
50981,B006044293,,Pembayaran,BNI,1000.0,2022-07-29 15:06:37,success
51023,B005620729,X601500155,Pembayaran,BNI,1.0,2022-07-18 14:50:50,success
51031,B006044215,X610111560,Pembayaran,SHOPEEPAY,11000.0,2022-07-29 15:05:04,success
51072,B005120424,X607100909,Pembayaran,GOPAY,3000.0,2022-07-09 18:15:28,success
51143,B006044057,X602016472,Pembayaran,BCA,23000.0,2022-07-29 15:01:04,success
51159,B006044029,X618142006,Pembayaran,MANDIRI,41000.0,2022-07-29 15:00:34,success
51181,B005120039,X211144720,Pembayaran,BNI,7600.0,2022-07-09 18:13:55,success
51223,B005620299,X612400459,Pembayaran,BNI,2000.0,2022-07-18 14:42:59,success
51225,B005620294,X606500270,Pembayaran,BNI,1.0,2022-07-18 14:42:51,success
51235,B005620278,X606009832,Pembayaran,BCA,54000.0,2022-07-18 14:42:25,success
51263,B006043868,X606500270,Pembayaran,BNI,100.0,2022-07-29 14:56:32,success
51293,B005120090,X610002918,Pembayaran,BNI,7600.0,2022-07-09 18:12:14,success
51294,B005620152,X615118876,Pembayaran,BCA,305900.0,2022-07-18 14:40:13,success
51336,B006043772,X608103423,Pembayaran,BRI,2000.0,2022-07-29 14:54:01,success
51380,B005119966,X608500729,Pembayaran,OVO,13500.0,2022-07-09 18:11:17,success
51446,B005619820,X604500376,Pembayaran,BNI,1.0,2022-07-18 14:34:41,success
51453,B005119828,X214480931,Pembayaran,BNI,7600.0,2022-07-09 18:10:21,success
51505,B005619693,X609124681,Pembayaran,BCA,88000.0,2022-07-18 14:32:39,success
51599,B005119630,X610002918,Pembayaran,BNI,22600.0,2022-07-09 18:08:08,success
51600,B005119633,X612098374,Pembayaran,MANDIRI,23000.0,2022-07-09 18:08:07,success
51628,B005119574,X610002918,Pembayaran,BNI,7600.0,2022-07-09 18:07:39,success
51658,B005619391,X601500164,Pembayaran,BNI,1.0,2022-07-18 14:27:17,success
51703,B005119472,X610002918,Pembayaran,BNI,7600.0,2022-07-09 18:06:45,success
51735,B005119433,X609162052,Pembayaran,MANDIRI,55000.0,2022-07-09 18:06:18,success
51735,B005119433,X609162052,Pembayaran,MANDIRI,55000.0,2022-07-09 18:06:18,success
51742,B005619226,X610001416,Pembayaran,MANDIRI,25000.0,2022-07-18 14:24:31,success
51768,B006043160,X605091734,Pembayaran,SHOPEEPAY,1998000.0,2022-07-29 14:41:20,success
51768,B005119318,X214481111,Pembayaran,BNI,7600.0,2022-07-09 18:05:52,success
51813,B005447295,X614500371,Refund,BNI,1100000.0,2022-07-18 14:22:09,success
51813,B006043093,X606123743,Pembayaran,BCA,122000.0,2022-07-29 14:38:47,success
51838,B006043062,X605091734,Pembayaran,OVO,1900000.0,2022-07-29 14:39:16,success
51848,B006043047,X618500125,Pembayaran,BNI,1.0,2022-07-29 14:38:52,success
51848,B006043047,X618500125,Pembayaran,BNI,1.0,2022-07-29 14:38:52,success
51875,B005119200,X610002918,Pembayaran,BNI,7600.0,2022-07-09 18:03:58,success
51891,B005119168,X610002918,Pembayaran,BNI,7600.0,2022-07-09 18:03:46,success
51899,B005618923,X610110384,Pembayaran,DANA,50000.0,2022-07-18 14:19:01,success
51946,B005618823,X605002649,Pembayaran,BCA,110000.0,2022-07-18 14:16:34,success
51967,B005618783,X601500164,Pembayaran,BNI,1.0,2022-07-18 14:16:46,success
52011,B005618705,X614121494,Pembayaran,BCA,50000.0,2022-07-18 14:15:24,success
52020,B006042803,X604500380,Pembayaran,BNI,1.0,2022-07-29 14:33:05,success
52022,B005618643,X612500042,Pembayaran,BRI,85000.0,2022-07-18 14:14:41,success
52045,B005618639,X617096886,Pembayaran,LINKAJA,30000.0,2022-07-18 14:14:27,success
52063,B005618606,X601500166,Pembayaran,BNI,1.0,2022-07-18 14:13:58,success
52069,B005118911,X610002918,Pembayaran,BNI,7600.0,2022-07-09 18:01:13,success
52146,B006042610,X609500204,Pembayaran,DANA,73000.0,2022-07-29 14:28:35,success
52149,B005118668,X214481046,Pembayaran,BNI,7600.0,2022-07-09 18:00:17,success
52149,B005118668,X214481046,Pembayaran,BNI,7600.0,2022-07-09 18:00:17,success
52155,B006042594,X610185789,Pembayaran,MANDIRI,199000.0,2022-07-29 14:28:29,success
52198,B005618328,X609500258,Pembayaran,BNI,1.0,2022-07-18 14:09:34,success
52227,B005118625,X202041422,Pembayaran,BNI,7600.0,2022-07-09 17:59:06,success
